R(H = 0.3),T(H = 0.3),R(H = 1.0),T(H = 1.0),R(H = 3.0),T(H = 3.0),R(H = 9.0),T(H = 9.0)
,,,,3.12306980754006e-08,73.2030525,1.43238704650565e-06,72.0239105
,,,,3.4476039086181e-08,73.1903458,1.42099044576425e-06,71.9481621
,,,,5.40434620392237e-08,73.1807709,1.39414562815989e-06,71.86940385
,,,,5.72716148930798e-08,73.17471315,1.38677069689795e-06,71.78878025
,,,,,,1.38694048609449e-06,71.7116661
,,,,,,1.36500270192526e-06,71.6431885
,,,,,,1.40518299567091e-06,71.56101225
,,,,,,1.36516094253785e-06,71.4765053
,,,,,,1.4238455041902e-06,71.39818955
,,,,,,1.34764434323625e-06,71.33039855
,,,,,,1.37875506470094e-06,71.2453995
,,,,,,1.4302236141213e-06,71.16395185
,,,,,,1.40982327824988e-06,71.08911895
,,,,,,1.37975081688565e-06,71.00335315
,,,,,,1.37708443684776e-06,70.9294205
,,,,,,1.18192720901923e-06,70.83090975
,,,,,,1.21158455500973e-06,70.745636
,,,,,,1.37555900651398e-06,70.6710663
,,,,,,1.36050818709094e-06,70.60214995
,,,,,,1.45284438329123e-06,70.5296173
,,,,,,1.37547462131992e-06,70.4514389
,,,,,,1.39796776048403e-06,70.38204575
,,,,,,1.39006868718012e-06,70.29550935
,,,,,,1.37282729239024e-06,70.2219124
,,,,,,1.38998712755482e-06,70.15278245
,,,,,,1.37236629563927e-06,70.0660324
,,,,,,1.40953907633274e-06,69.99148175
,,,,,,1.38518036854398e-06,69.9028435
,,,,,,1.49458568420044e-06,69.82301715
,,,,,,1.3852789550217e-06,69.7504425
,,,,,,1.11986326023544e-06,69.5967903
,,,,,,1.17002176773261e-06,69.5071564
,,,,,,1.31944994367791e-06,69.4285202
,,,,,,1.36893543879048e-06,69.3571777
,,,,,,1.41396808481537e-06,69.27860645
,,,,,,1.37236416994128e-06,69.19424055
,,,,,,1.41659323261474e-06,69.11779405
,,,,,,1.39246367656846e-06,69.05033875
,,,,,,1.3544639233634e-06,68.97143175
,,,,,,1.37230180370099e-06,68.88191225
,,,,,,1.36812926935917e-06,68.8067169
,,,,,,1.40914296141624e-06,68.72774505
,,,,,,1.41671314249941e-06,68.6506462
